state,county_name,precinct,year,pres.dem,pres.gop,gov.dem,gov.gop,statehouse.dem,statehouse.gop,dem_share_pres,dem_share_gov ,dem_share_statehouse
NORTH CAROLINA,CUMBERLAND,G10B,2024,1055,1004,1141,792,1372,0,51.23846527,59.02741852,100
NORTH CAROLINA,CUMBERLAND,G10C,2024,1350,1689,1516,1324,1824,0,44.4225074,53.38028169,100
NORTH CAROLINA,CUMBERLAND,G11B,2024,768,916,760,752,747,872,45.60570071,50.26455026,46.13959234
NORTH CAROLINA,CUMBERLAND,G1A,2024,880,468,901,352,864,458,65.28189911,71.90742219,65.35552194
NORTH CAROLINA,CUMBERLAND,G1B,2024,1270,1830,1435,1495,1195,1878,40.96774194,48.97610922,38.88708103
NORTH CAROLINA,CUMBERLAND,G2A,2024,2208,918,2262,713,2201,894,70.63339731,76.03361345,71.11470113
NORTH CAROLINA,CUMBERLAND,G2C-1,2024,1287,803,1365,619,1251,834,61.57894737,68.80040323,60
NORTH CAROLINA,CUMBERLAND,G2E-1,2024,1017,339,1024,278,1025,324,75,78.64823349,75.98220904
NORTH CAROLINA,CUMBERLAND,G2E-2,2024,1266,297,1259,243,1238,300,80.99808061,83.82157124,80.49414824
NORTH CAROLINA,CUMBERLAND,G3A-1,2024,1673,789,1722,626,1962,0,67.95288383,73.33901193,100
NORTH CAROLINA,CUMBERLAND,G3A-2C,2024,992,808,1078,620,973,804,55.11111111,63.48645465,54.7552054
NORTH CAROLINA,CUMBERLAND,G3B,2024,415,362,429,303,402,340,53.41055341,58.60655738,54.17789757
NORTH CAROLINA,CUMBERLAND,G3C,2024,418,558,492,427,410,543,42.82786885,53.53645267,43.02203568
NORTH CAROLINA,CUMBERLAND,G4A,2024,583,432,608,338,578,402,57.43842365,64.27061311,58.97959184
NORTH CAROLINA,CUMBERLAND,G4B,2024,543,623,589,488,536,591,46.56946827,54.68895079,47.55989352
NORTH CAROLINA,CUMBERLAND,G4C,2024,840,384,868,308,948,0,68.62745098,73.80952381,100
NORTH CAROLINA,CUMBERLAND,G5A-1,2024,1312,486,1321,380,1451,0,72.96996663,77.66019988,100
NORTH CAROLINA,CUMBERLAND,G5A-2,2024,1061,589,1093,490,1210,0,64.3030303,69.04611497,100
NORTH CAROLINA,CUMBERLAND,G5B-1,2024,1621,320,1617,246,1610,316,83.51365276,86.79549114,83.59293873
NORTH CAROLINA,CUMBERLAND,G5B-2,2024,1162,345,1190,272,1251,0,77.10683477,81.39534884,100
NORTH CAROLINA,CUMBERLAND,G5C,2024,863,431,917,312,982,0,66.69242658,74.61350692,100
NORTH CAROLINA,CUMBERLAND,G6A,2024,1077,2719,1342,2217,1020,2715,28.3719705,37.70722113,27.30923695
NORTH CAROLINA,CUMBERLAND,G6B,2024,200,712,249,627,202,699,21.92982456,28.42465753,22.41953385
NORTH CAROLINA,CUMBERLAND,G6C,2024,508,971,588,792,493,972,34.34753212,42.60869565,33.65187713
NORTH CAROLINA,CUMBERLAND,G7A,2024,239,772,293,678,224,789,23.63996044,30.17507724,22.11253702
NORTH CAROLINA,CUMBERLAND,G7B,2024,243,733,310,615,227,743,24.89754098,33.51351351,23.40206186
NORTH CAROLINA,CUMBERLAND,G8A,2024,1476,898,1563,669,1784,0,62.17354676,70.02688172,100
NORTH CAROLINA,CUMBERLAND,G8B,2024,1099,974,1171,766,1439,0,53.01495417,60.45431079,100
NORTH CAROLINA,CUMBERLAND,G8C,2024,901,644,922,514,1123,0,58.3171521,64.20612813,100
NORTH CAROLINA,CUMBERLAND,G8D,2024,988,1096,1077,863,1319,0,47.40882917,55.51546392,100
NORTH CAROLINA,CUMBERLAND,G9A-3,2024,1019,969,1124,758,1312,0,51.25754527,59.72369819,100
NORTH CAROLINA,CUMBERLAND,G9B-1,2024,1508,1621,1662,1289,2089,0,48.19431128,56.31989156,100
NORTH CAROLINA,CUMBERLAND,G9B-2,2024,1737,1802,1925,1421,1683,1813,49.08166149,57.53138075,48.14073227
NORTH CAROLINA,CUMBERLAND,LI65,2024,944,1910,1123,1523,910,1891,33.07638402,42.44142101,32.488397
NORTH CAROLINA,CUMBERLAND,LO66A,2024,1922,1467,2076,1171,1848,1510,56.71289466,63.93594087,55.03275759
NORTH CAROLINA,CUMBERLAND,LR63,2024,2405,802,2427,641,2402,757,74.99220455,79.10691004,76.03672048
NORTH CAROLINA,CUMBERLAND,MB62,2024,1373,477,1368,392,1365,481,74.21621622,77.72727273,73.94366197
NORTH CAROLINA,CUMBERLAND,MR02,2024,1213,671,1260,523,1210,623,64.38428875,70.66741447,66.01200218
NORTH CAROLINA,CUMBERLAND,SH77,2024,944,1261,1050,1014,927,1252,42.81179138,50.87209302,42.54245067
NORTH CAROLINA,CUMBERLAND,SL78-3,2024,2052,842,2060,659,2063,763,70.90532135,75.76314822,73.00070771
NORTH CAROLINA,CURRITUCK,CB,2024,72,142,80,131,66,143,33.64485981,37.91469194,31.57894737
NORTH CAROLINA,CURRITUCK,CH,2024,722,2708,788,2478,721,2639,21.04956268,24.12737293,21.45833333
NORTH CAROLINA,CURRITUCK,CO,2024,213,533,217,483,203,505,28.55227882,31,28.67231638
NORTH CAROLINA,CURRITUCK,EM,2024,632,2018,660,1868,645,1954,23.8490566,26.10759494,24.8172374
NORTH CAROLINA,CURRITUCK,GW,2024,41,223,35,211,32,218,15.53030303,14.22764228,12.8
NORTH CAROLINA,CURRITUCK,IR,2024,224,874,234,814,211,861,20.4007286,22.32824427,19.68283582
NORTH CAROLINA,CURRITUCK,KI,2024,160,705,173,634,159,679,18.49710983,21.43742255,18.97374702
NORTH CAROLINA,CURRITUCK,PB,2024,912,2240,949,2065,904,2163,28.93401015,31.48639681,29.47505706
NORTH CAROLINA,CURRITUCK,PP,2024,453,1033,483,930,448,991,30.48452221,34.18259023,31.13273106
NORTH CAROLINA,CURRITUCK,WH,2024,367,429,378,377,349,419,46.10552764,50.06622517,45.44270833
NORTH CAROLINA,CURRITUCK,WM,2024,808,2330,839,2162,813,2267,25.74888464,27.95734755,26.3961039
NORTH CAROLINA,DARE,AVON,2024,77,143,88,119,79,134,35,42.51207729,37.08920188
NORTH CAROLINA,DARE,BOE,2024,2111,3309,2372,2830,2107,3185,38.94833948,45.59784698,39.81481481
NORTH CAROLINA,DARE,BUX,2024,45,135,46,115,54,119,25,28.57142857,31.21387283
NORTH CAROLINA,DARE,CHCA,2024,132,150,138,128,130,154,46.80851064,51.87969925,45.77464789
NORTH CAROLINA,DARE,COL,2024,188,382,207,327,199,353,32.98245614,38.76404494,36.05072464
NORTH CAROLINA,DARE,DUCK,2024,122,95,133,72,113,97,56.22119816,64.87804878,53.80952381
NORTH CAROLINA,DARE,EL,2024,12,27,11,26,12,20,30.76923077,29.72972973,37.5
NORTH CAROLINA,DARE,FANX,2024,723,1234,771,1102,700,1196,36.9443025,41.16390817,36.91983122
NORTH CAROLINA,DARE,FRCO,2024,52,102,57,84,51,88,33.76623377,40.42553191,36.69064748
NORTH CAROLINA,DARE,HAT,2024,47,124,61,103,39,120,27.48538012,37.19512195,24.52830189
NORTH CAROLINA,DARE,KDH,2024,4828,6461,5189,5646,4799,6191,42.7672956,47.89109368,43.66696997
NORTH CAROLINA,DARE,KTHK,2024,198,468,234,375,211,412,29.72972973,38.42364532,33.86837881
NORTH CAROLINA,DARE,MATO,2024,198,373,249,294,208,331,34.67600701,45.85635359,38.58998145
NORTH CAROLINA,DARE,MH,2024,40,139,53,116,45,122,22.34636872,31.36094675,26.94610778
NORTH CAROLINA,DARE,NGHD,2024,223,283,259,219,228,250,44.07114625,54.18410042,47.69874477
NORTH CAROLINA,DARE,SOSH,2024,236,350,260,293,233,340,40.27303754,47.01627486,40.66317627
NORTH CAROLINA,DARE,STPT,2024,7,64,14,53,8,56,9.85915493,20.89552239,12.5
NORTH CAROLINA,DARE,WAN,2024,54,300,68,271,57,281,15.25423729,20.05899705,16.86390533
NORTH CAROLINA,DAVIDSON,4,2024,1398,3583,1889,2784,1357,3591,28.06665328,40.42371068,27.42522231
NORTH CAROLINA,DAVIDSON,6,2024,370,2056,621,1660,436,2004,15.2514427,27.22490136,17.86885246
NORTH CAROLINA,DAVIDSON,8,2024,252,636,347,492,262,635,28.37837838,41.35876043,29.20847269
NORTH CAROLINA,DAVIDSON,10,2024,429,1560,666,1220,464,1542,21.56862745,35.31283139,23.13060818
NORTH CAROLINA,DAVIDSON,12,2024,126,590,186,477,115,603,17.59776536,28.05429864,16.01671309
NORTH CAROLINA,DAVIDSON,14,2024,164,1351,275,1173,161,1372,10.82508251,18.99171271,10.50228311
NORTH CAROLINA,DAVIDSON,16,2024,441,1998,667,1631,447,1976,18.08118081,29.02523934,18.4482047
NORTH CAROLINA,DAVIDSON,18,2024,291,1558,449,1276,275,1574,15.73823688,26.02898551,14.87290427
NORTH CAROLINA,DAVIDSON,20,2024,320,1904,515,1600,323,1905,14.38848921,24.3498818,14.497307
NORTH CAROLINA,DAVIDSON,22,2024,145,567,234,440,162,561,20.36516854,34.71810089,22.406639
NORTH CAROLINA,DAVIDSON,24,2024,346,914,435,748,348,905,27.46031746,36.77092139,27.77334397
NORTH CAROLINA,DAVIDSON,26,2024,370,679,449,540,364,688,35.27168732,45.39939333,34.60076046
NORTH CAROLINA,DAVIDSON,28,2024,572,1547,795,1197,579,1554,26.99386503,39.90963855,27.14486639
NORTH CAROLINA,DAVIDSON,30,2024,850,266,876,222,889,257,76.16487455,79.78142077,77.57417103
NORTH CAROLINA,DAVIDSON,32,2024,508,399,580,276,518,393,56.00882029,67.75700935,56.86059276
NORTH CAROLINA,DAVIDSON,34,2024,569,607,646,465,573,614,48.38435374,58.14581458,48.27295703
NORTH CAROLINA,DAVIDSON,36,2024,474,371,527,280,455,395,56.09467456,65.30359356,53.52941176
NORTH CAROLINA,DAVIDSON,38,2024,490,197,511,158,496,206,71.32459971,76.38266069,70.65527066
NORTH CAROLINA,DAVIDSON,40,2024,683,736,802,558,658,764,48.13248767,58.97058824,46.27285513
NORTH CAROLINA,DAVIDSON,42,2024,207,1825,386,1536,211,1833,10.18700787,20.08324662,10.32289628
NORTH CAROLINA,DAVIDSON,44,2024,734,2383,1004,1927,724,2389,23.54828361,34.25452064,23.25730806
NORTH CAROLINA,DAVIDSON,46,2024,406,1669,601,1332,403,1665,19.56626506,31.09156751,19.48742747
NORTH CAROLINA,DAVIDSON,48,2024,345,1711,532,1407,328,1742,16.78015564,27.4368231,15.84541063
NORTH CAROLINA,DAVIDSON,50,2024,447,2517,719,2050,475,2493,15.08097166,25.96605273,16.00404313
NORTH CAROLINA,DAVIDSON,52,2024,636,3009,1014,2429,674,2962,17.44855967,29.45106012,18.53685369
NORTH CAROLINA,DAVIDSON,54,2024,119,1364,213,1183,137,1353,8.024275118,15.25787966,9.194630872
NORTH CAROLINA,DAVIDSON,56,2024,120,966,219,819,122,954,11.04972376,21.0982659,11.33828996
NORTH CAROLINA,DAVIDSON,58,2024,515,2279,798,1801,539,2261,18.43235505,30.70411697,19.25
NORTH CAROLINA,DAVIDSON,60,2024,1070,1960,1280,1586,1113,1922,35.31353135,44.6615492,36.67215815
NORTH CAROLINA,DAVIDSON,62,2024,551,348,589,270,559,342,61.29032258,68.56810244,62.04217536
NORTH CAROLINA,DAVIDSON,64,2024,611,255,639,188,617,250,70.55427252,77.26723096,71.16493656
NORTH CAROLINA,DAVIDSON,66,2024,446,682,539,533,460,674,39.53900709,50.27985075,40.5643739
NORTH CAROLINA,DAVIDSON,68,2024,548,841,650,674,553,838,39.45284377,49.09365559,39.75557153
NORTH CAROLINA,DAVIDSON,70,2024,338,1550,516,1259,331,1553,17.90254237,29.07042254,17.56900212
NORTH CAROLINA,DAVIDSON,72,2024,502,1940,726,1585,514,1930,20.55692056,31.41497187,21.03109656
NORTH CAROLINA,DAVIDSON,74,2024,511,2433,782,1971,475,2432,17.35733696,28.40537595,16.33986928
NORTH CAROLINA,DAVIDSON,76,2024,446,2081,669,1704,427,2100,17.64938662,28.19216182,16.89750693
NORTH CAROLINA,DAVIDSON,78,2024,459,2287,731,1858,498,2258,16.71522214,28.23483971,18.06966618
NORTH CAROLINA,DAVIDSON,80A,2024,880,3595,1334,2801,840,3609,19.66480447,32.26118501,18.88064734
NORTH CAROLINA,DAVIDSON,82,2024,451,1937,679,1559,465,1920,18.88609715,30.33958892,19.49685535
NORTH CAROLINA,DAVIDSON,84,2024,1369,3317,1807,2574,1332,3337,29.21468203,41.2462908,28.52859285
NORTH CAROLINA,DAVIDSON,86A,2024,1030,1594,1256,1218,1021,1587,39.25304878,50.76798707,39.14877301
NORTH CAROLINA,DAVIDSON,88,2024,575,1387,782,1056,561,1403,29.30682977,42.54624592,28.56415479
NORTH CAROLINA,DAVIDSON,ARC,2024,0,0,0,0,0,0,0,0,0
NORTH CAROLINA,DAVIDSON,BOE,2024,0,0,0,0,0,0,0,0,0
NORTH CAROLINA,DAVIDSON,DLIB,2024,0,0,0,0,0,0,0,0,0
NORTH CAROLINA,DAVIDSON,MID,2024,0,0,0,0,0,0,0,0,0
NORTH CAROLINA,DAVIDSON,TLIB,2024,0,0,0,0,0,0,0,0,0
NORTH CAROLINA,DAVIDSON,WEST,2024,0,0,0,0,0,0,0,0,0
NORTH CAROLINA,DAVIE,1,2024,172,689,240,582,171,700,19.9767712,29.19708029,19.6326062
NORTH CAROLINA,DAVIE,2,2024,177,673,237,564,161,684,20.82352941,29.58801498,19.05325444
NORTH CAROLINA,DAVIE,3,2024,427,1791,609,1494,388,1840,19.251578,28.95863053,17.41472172
NORTH CAROLINA,DAVIE,4,2024,343,1076,420,914,327,1096,24.17195208,31.48425787,22.97962052
NORTH CAROLINA,DAVIE,5,2024,470,1738,682,1359,436,1768,21.28623188,33.41499265,19.78221416
NORTH CAROLINA,DAVIE,6,2024,386,1308,528,1081,343,1351,22.7863046,32.8154133,20.24793388
NORTH CAROLINA,DAVIE,7,2024,319,1163,432,957,298,1184,21.52496626,31.10151188,20.10796221
NORTH CAROLINA,DAVIE,8,2024,549,797,637,644,511,843,40.78751857,49.72677596,37.74002954
NORTH CAROLINA,DAVIE,9,2024,442,1071,584,847,409,1110,29.21348315,40.81062194,26.92560895
NORTH CAROLINA,DAVIE,10,2024,641,1762,870,1372,546,1846,26.6749896,38.80463872,22.82608696
NORTH CAROLINA,DAVIE,11,2024,263,1033,376,841,227,1066,20.29320988,30.89564503,17.55607115
NORTH CAROLINA,DAVIE,12,2024,875,2433,1206,1908,754,2558,26.45102781,38.7283237,22.76570048
NORTH CAROLINA,DAVIE,13,2024,1045,1975,1438,1386,910,2138,34.60264901,50.92067989,29.85564304
NORTH CAROLINA,DAVIE,14,2024,388,1200,520,977,343,1249,24.43324937,34.73613894,21.54522613
NORTH CAROLINA,DUPLIN,ALBE,2024,222,780,259,699,195,769,22.15568862,27.03549061,20.22821577
NORTH CAROLINA,DUPLIN,BEUL,2024,433,1893,558,1656,402,1855,18.61564918,25.20325203,17.81125388
NORTH CAROLINA,DUPLIN,CALY,2024,145,427,191,345,152,415,25.34965035,35.63432836,26.80776014
NORTH CAROLINA,DUPLIN,CFRK,2024,54,503,74,459,64,476,9.694793537,13.8836773,11.85185185
NORTH CAROLINA,DUPLIN,CHAR,2024,487,449,498,398,474,450,52.02991453,55.58035714,51.2987013
NORTH CAROLINA,DUPLIN,CHIN,2024,162,534,186,458,156,518,23.27586207,28.88198758,23.14540059
NORTH CAROLINA,DUPLIN,CYCK,2024,157,903,210,813,165,870,14.81132075,20.52785924,15.94202899
NORTH CAROLINA,DUPLIN,FAIS,2024,377,590,425,495,380,568,38.98655636,46.19565217,40.08438819
NORTH CAROLINA,DUPLIN,GLIS,2024,97,457,136,404,94,452,17.50902527,25.18518519,17.21611722
NORTH CAROLINA,DUPLIN,HALL,2024,321,708,369,604,311,696,31.19533528,37.92394656,30.88381331
NORTH CAROLINA,DUPLIN,KENA,2024,1110,1155,1167,985,1061,1145,49.00662252,54.22862454,48.09610154
NORTH CAROLINA,DUPLIN,LOCK,2024,62,223,81,181,61,221,21.75438596,30.91603053,21.63120567
NORTH CAROLINA,DUPLIN,MAGN,2024,453,480,469,416,458,457,48.55305466,52.99435028,50.05464481
NORTH CAROLINA,DUPLIN,ROCK,2024,272,431,284,378,258,421,38.6913229,42.90030211,37.99705449
NORTH CAROLINA,DUPLIN,ROSE,2024,540,638,562,551,502,639,45.84040747,50.49415993,43.9964943
NORTH CAROLINA,DUPLIN,SMCA,2024,172,819,213,736,175,791,17.35620585,22.44467861,18.11594203
NORTH CAROLINA,DUPLIN,WALL,2024,1562,1962,1713,1593,1445,1964,44.3246311,51.81488203,42.38779701
NORTH CAROLINA,DUPLIN,WARS,2024,1228,813,1235,689,1161,826,60.16658501,64.18918919,58.42979366
NORTH CAROLINA,DUPLIN,WOLF,2024,203,914,275,776,203,860,18.1736795,26.16555661,19.09689558
NORTH CAROLINA,DURHAM,1,2024,135,21,145,11,144,0,86.53846154,92.94871795,100
NORTH CAROLINA,DURHAM,2,2024,265,54,286,28,283,0,83.07210031,91.08280255,100
NORTH CAROLINA,DURHAM,3,2024,193,49,223,29,222,0,79.75206612,88.49206349,100
NORTH CAROLINA,DURHAM,4,2024,132,26,141,12,137,0,83.5443038,92.15686275,100
NORTH CAROLINA,DURHAM,5,2024,344,66,351,43,373,0,83.90243902,89.08629442,100
NORTH CAROLINA,DURHAM,6,2024,181,24,182,20,188,0,88.29268293,90.0990099,100
NORTH CAROLINA,DURHAM,7,2024,213,42,226,23,240,0,83.52941176,90.76305221,100
NORTH CAROLINA,DURHAM,8,2024,334,38,340,27,364,0,89.78494624,92.64305177,100
NORTH CAROLINA,DURHAM,9,2024,266,52,294,26,281,0,83.64779874,91.875,100
NORTH CAROLINA,DURHAM,10,2024,245,49,259,21,270,0,83.33333333,92.5,100
NORTH CAROLINA,DURHAM,12,2024,109,9,111,9,118,0,92.37288136,92.5,100
NORTH CAROLINA,DURHAM,13,2024,158,11,154,11,168,0,93.49112426,93.33333333,100
NORTH CAROLINA,DURHAM,14,2024,329,57,336,33,365,0,85.23316062,91.05691057,100
NORTH CAROLINA,DURHAM,15,2024,186,26,188,17,194,0,87.73584906,91.70731707,100
NORTH CAROLINA,DURHAM,16,2024,198,58,211,35,227,0,77.34375,85.77235772,100
NORTH CAROLINA,DURHAM,17,2024,324,43,332,27,346,0,88.28337875,92.47910864,100
NORTH CAROLINA,DURHAM,18,2024,286,37,291,27,304,0,88.54489164,91.50943396,100
NORTH CAROLINA,DURHAM,19,2024,373,80,382,53,409,0,82.33995585,87.81609195,100
NORTH CAROLINA,DURHAM,20,2024,165,25,166,15,171,0,86.84210526,91.71270718,100
NORTH CAROLINA,DURHAM,21,2024,232,24,249,8,244,0,90.625,96.88715953,100
NORTH CAROLINA,DURHAM,22,2024,570,97,570,72,628,0,85.45727136,88.78504673,100
NORTH CAROLINA,DURHAM,23,2024,640,137,647,98,662,128,82.36808237,86.84563758,83.79746835
NORTH CAROLINA,DURHAM,24,2024,313,107,334,55,351,0,74.52380952,85.86118252,100
NORTH CAROLINA,DURHAM,25,2024,158,161,190,120,141,178,49.52978056,61.29032258,44.20062696
NORTH CAROLINA,DURHAM,26,2024,99,194,132,135,100,191,33.7883959,49.43820225,34.36426117
NORTH CAROLINA,DURHAM,27,2024,259,106,310,52,308,0,70.95890411,85.63535912,100
NORTH CAROLINA,DURHAM,28,2024,210,431,275,329,208,428,32.76131045,45.52980132,32.70440252
NORTH CAROLINA,DURHAM,29,2024,350,225,378,172,362,216,60.86956522,68.72727273,62.62975779
NORTH CAROLINA,DURHAM,30-2,2024,594,155,630,109,685,0,79.30574099,85.25033829,100
NORTH CAROLINA,DURHAM,30-3,2024,334,115,358,71,394,0,74.38752784,83.44988345,100
NORTH CAROLINA,DURHAM,30-4,2024,270,118,291,85,346,0,69.58762887,77.39361702,100
NORTH CAROLINA,DURHAM,31,2024,576,296,641,202,731,0,66.05504587,76.03795967,100
NORTH CAROLINA,DURHAM,32,2024,246,215,279,157,331,0,53.36225597,63.99082569,100
NORTH CAROLINA,DURHAM,33-1,2024,399,201,423,145,500,0,66.5,74.47183099,100
NORTH CAROLINA,DURHAM,33-2,2024,482,192,508,134,586,0,71.51335312,79.12772586,100
NORTH CAROLINA,DURHAM,34-1,2024,330,79,343,55,367,0,80.68459658,86.18090452,100
NORTH CAROLINA,DURHAM,34-2,2024,524,104,542,73,598,0,83.43949045,88.1300813,100
NORTH CAROLINA,DURHAM,35-4,2024,195,87,209,68,227,0,69.14893617,75.45126354,100
NORTH CAROLINA,DURHAM,35-5,2024,203,90,222,59,248,0,69.28327645,79.00355872,100
NORTH CAROLINA,DURHAM,36,2024,275,62,295,31,306,0,81.60237389,90.49079755,100
NORTH CAROLINA,DURHAM,37,2024,308,169,358,106,382,0,64.57023061,77.15517241,100
NORTH CAROLINA,DURHAM,38,2024,492,182,544,110,595,0,72.99703264,83.18042813,100
NORTH CAROLINA,DURHAM,40,2024,225,28,230,13,236,0,88.93280632,94.65020576,100
NORTH CAROLINA,DURHAM,41,2024,203,21,207,15,215,0,90.625,93.24324324,100
NORTH CAROLINA,DURHAM,42,2024,171,14,172,14,179,0,92.43243243,92.47311828,100
NORTH CAROLINA,DURHAM,43,2024,378,151,418,91,432,0,71.45557656,82.12180747,100
NORTH CAROLINA,DURHAM,44,2024,281,177,314,112,275,182,61.35371179,73.70892019,60.1750547
NORTH CAROLINA,DURHAM,45,2024,298,215,340,138,285,233,58.08966862,71.12970711,55.01930502
NORTH CAROLINA,DURHAM,46,2024,305,101,325,71,317,99,75.12315271,82.07070707,76.20192308
NORTH CAROLINA,DURHAM,47,2024,224,33,231,21,249,0,87.15953307,91.66666667,100
NORTH CAROLINA,DURHAM,50,2024,333,142,372,87,376,0,70.10526316,81.04575163,100
NORTH CAROLINA,DURHAM,51,2024,330,97,360,49,383,0,77.28337237,88.0195599,100
NORTH CAROLINA,DURHAM,52,2024,364,77,381,47,424,0,82.53968254,89.01869159,100
NORTH CAROLINA,DURHAM,53-1,2024,239,92,271,46,279,0,72.20543807,85.48895899,100
NORTH CAROLINA,DURHAM,53-2,2024,298,136,345,70,362,0,68.66359447,83.13253012,100
NORTH CAROLINA,DURHAM,54,2024,520,163,560,103,628,0,76.13469985,84.46455505,100
NORTH CAROLINA,DURHAM,55-11,2024,280,25,278,18,293,0,91.80327869,93.91891892,100
NORTH CAROLINA,DURHAM,55-49,2024,227,4,207,11,223,0,98.26839827,94.95412844,100
NORTH CAROLINA,DURHAM,56,2024,377,153,446,80,432,0,71.13207547,84.79087452,100
NORTH CAROLINA,DURHAM,BOE,2024,9276,1254,9517,839,9621,39,88.09116809,91.89841638,99.59627329
NORTH CAROLINA,DURHAM,CMCC,2024,7270,2933,7792,2022,7804,926,71.25355288,79.39678011,89.39289805
NORTH CAROLINA,DURHAM,DTCC,2024,2987,318,3010,232,3129,23,90.37821483,92.8439235,99.27030457
NORTH CAROLINA,DURHAM,DUKE,2024,12146,1533,12564,859,12555,70,88.79304043,93.60053639,99.44554455
NORTH CAROLINA,DURHAM,EAST,2024,12273,4638,12992,3417,13582,357,72.57406422,79.17606192,97.43884066
NORTH CAROLINA,DURHAM,ENO,2024,12115,2438,12751,1495,12742,56,83.24744039,89.5058262,99.56243163
NORTH CAROLINA,DURHAM,MAIN,2024,15302,1108,15507,779,15640,163,93.2480195,95.21675058,98.96855028
NORTH CAROLINA,DURHAM,NCCU,2024,6876,178,6833,154,6926,7,97.47660902,97.79590668,99.89903361
NORTH CAROLINA,DURHAM,NORTH,2024,12451,5531,13238,4130,12485,5094,69.24146369,76.22063565,71.02224245
NORTH CAROLINA,DURHAM,PROV,2024,714,158,690,114,605,25,81.88073394,85.82089552,96.03174603
NORTH CAROLINA,DURHAM,SHS,2024,4223,807,4293,626,4434,246,83.95626243,87.27383615,94.74358974
NORTH CAROLINA,DURHAM,SOUTH,2024,15460,3019,16108,2103,16546,32,83.66253585,88.45203448,99.8069731
NORTH CAROLINA,DURHAM,ZAKAT,2024,7131,1469,7536,917,7646,18,82.91860465,89.15178043,99.7651357
NORTH CAROLINA,EDGECOMBE,101,2024,226,31,227,22,224,33,87.93774319,91.16465863,87.15953307
NORTH CAROLINA,EDGECOMBE,102,2024,240,132,251,104,218,138,64.51612903,70.70422535,61.23595506
NORTH CAROLINA,EDGECOMBE,103,2024,177,160,200,121,179,148,52.52225519,62.30529595,54.74006116
NORTH CAROLINA,EDGECOMBE,104,2024,152,124,169,92,146,127,55.07246377,64.75095785,53.47985348
NORTH CAROLINA,EDGECOMBE,201,2024,136,121,136,110,131,119,52.91828794,55.28455285,52.4
NORTH CAROLINA,EDGECOMBE,301,2024,54,52,70,31,52,51,50.94339623,69.30693069,50.48543689
NORTH CAROLINA,EDGECOMBE,401,2024,64,59,75,44,69,51,52.03252033,63.02521008,57.5
NORTH CAROLINA,EDGECOMBE,501,2024,65,84,80,63,65,80,43.62416107,55.94405594,44.82758621
NORTH CAROLINA,EDGECOMBE,601,2024,153,67,157,55,153,64,69.54545455,74.05660377,70.50691244
NORTH CAROLINA,EDGECOMBE,701,2024,193,78,205,58,194,75,71.21771218,77.94676806,72.11895911
NORTH CAROLINA,EDGECOMBE,801,2024,91,171,114,141,95,164,34.73282443,44.70588235,36.67953668
NORTH CAROLINA,EDGECOMBE,901,2024,57,230,96,173,63,213,19.86062718,35.68773234,22.82608696
NORTH CAROLINA,EDGECOMBE,1,2024,4707,3615,5018,2991,4715,3500,56.56092286,62.65451367,57.39500913
NORTH CAROLINA,EDGECOMBE,1001,2024,139,128,144,109,141,122,52.05992509,56.91699605,53.6121673
NORTH CAROLINA,EDGECOMBE,1101,2024,49,140,60,113,50,140,25.92592593,34.68208092,26.31578947
NORTH CAROLINA,EDGECOMBE,1201,2024,442,45,445,34,369,117,90.75975359,92.90187891,75.92592593
NORTH CAROLINA,EDGECOMBE,1202,2024,220,14,215,11,207,25,94.01709402,95.13274336,89.22413793
NORTH CAROLINA,EDGECOMBE,1203,2024,209,230,240,175,204,225,47.60820046,57.8313253,47.55244755
NORTH CAROLINA,EDGECOMBE,1204,2024,190,13,185,10,182,15,93.59605911,94.87179487,92.3857868
NORTH CAROLINA,EDGECOMBE,1205,2024,114,4,110,8,111,8,96.61016949,93.22033898,93.27731092
NORTH CAROLINA,EDGECOMBE,1301,2024,52,186,76,149,54,180,21.8487395,33.77777778,23.07692308
NORTH CAROLINA,EDGECOMBE,1401,2024,36,185,65,148,35,184,16.28959276,30.51643192,15.98173516
NORTH CAROLINA,EDGECOMBE,2,2024,5671,1389,5724,1157,5607,1362,80.32577904,83.18558349,80.4563065
NORTH CAROLINA,EDGECOMBE,3,2024,1065,1910,1231,1626,1076,1835,35.79831933,43.08715436,36.96324287
NORTH CAROLINA,FORSYTH,12,2024,737,1666,943,1254,698,1649,30.66999584,42.92216659,29.74009374
NORTH CAROLINA,FORSYTH,13,2024,1425,1878,1667,1394,1324,1879,43.14259764,54.45932702,41.33624727
NORTH CAROLINA,FORSYTH,14,2024,706,1183,884,857,668,1158,37.3742721,50.77541643,36.58269441
NORTH CAROLINA,FORSYTH,15,2024,1577,1928,1857,1425,1515,1895,44.99286733,56.58135283,44.42815249
NORTH CAROLINA,FORSYTH,16,2024,1063,1243,1266,913,1063,1229,46.0971379,58.10004589,46.37870855
NORTH CAROLINA,FORSYTH,17,2024,751,960,916,682,704,943,43.89246055,57.32165207,42.74438373
NORTH CAROLINA,FORSYTH,21,2024,800,2518,1082,1973,740,2500,24.11091019,35.41734861,22.83950617
NORTH CAROLINA,FORSYTH,31,2024,636,1042,774,795,647,1008,37.9022646,49.33078394,39.09365559
NORTH CAROLINA,FORSYTH,32,2024,1246,1468,1445,1103,1255,1409,45.9100958,56.711146,47.10960961
